cliente 46;FLN;FOR;4 dias;3 estrelas;R$ 3392
cliente 19;PMW;FOR;4 dias;2 estrelas;R$ 1940
cliente 6;POA;RIO;2 dias;5 estrelas;R$ 4467
cliente 95;FOR;POA;3 dias;2 estrelas;R$ 1977
cliente 13;FLN;RIO;3 dias;3 estrelas;R$ 5036
cliente 78;FOR;FLN;1 dias;4 estrelas;R$ 2188
cliente 81;PMW;SSA;5 dias;4 estrelas;R$ 2959
cliente 32;BEL;CNF;3 dias;1 estrelas;R$ 5867
cliente 36;RIO;REC;4 dias;5 estrelas;R$ 5601
cliente 54;POA;FLN;2 dias;4 estrelas;R$ 1326
cliente 88;REC;RIO;4 dias;1 estrelas;R$ 3350
cliente 85;REC;FOR;1 dias;2 estrelas;R$ 2188
cliente 99;REC;FOR;3 dias;1 estrelas;R$ 3895
cliente 29;PMW;REC;4 dias;1 estrelas;R$ 4197
cliente 39;POA;SSA;5 dias;1 estrelas;R$ 5668
cliente 22;CNF;POA;4 dias;2 estrelas;R$ 4344
cliente 13;POA;BEL;1 dias;1 estrelas;R$ 4727
cliente 27;REC;SSA;5 dias;5 estrelas;R$ 2795
cliente 0;BEL;POA;2 dias;2 estrelas;R$ 4061
cliente 9;CNF;FLN;3 dias;5 estrelas;R$ 2228
cliente 32;FOR;PMW;5 dias;4 estrelas;R$ 4423
cliente 79;FLN;SSA;1 dias;4 estrelas;R$ 3463
cliente 31;POA;REC;4 dias;1 estrelas;R$ 2607
cliente 22;PMW;SSA;3 dias;2 estrelas;R$ 4292
cliente 30;POA;RIO;2 dias;1 estrelas;R$ 3906
cliente 18;SAO;POA;3 dias;4 estrelas;R$ 3455
cliente 43;PMW;FOR;4 dias;4 estrelas;R$ 2830
cliente 70;PMW;POA;3 dias;4 estrelas;R$ 5272
cliente 46;FLN;RIO;5 dias;3 estrelas;R$ 5092
cliente 32;FOR;BEL;4 dias;1 estrelas;R$ 5398
cliente 59;POA;PMW;5 dias;1 estrelas;R$ 4024
cliente 26;PMW;SAO;4 dias;3 estrelas;R$ 2078
cliente 51;PMW;REC;3 dias;5 estrelas;R$ 5038
cliente 62;CNF;SSA;2 dias;3 estrelas;R$ 1657
cliente 99;FLN;SAO;4 dias;4 estrelas;R$ 4253
cliente 48;SAO;BEL;5 dias;1 estrelas;R$ 3324
cliente 36;SAO;RIO;4 dias;2 estrelas;R$ 5870
cliente 72;BEL;SAO;2 dias;5 estrelas;R$ 1508
cliente 97;SSA;POA;4 dias;3 estrelas;R$ 4210
cliente 44;FLN;POA;3 dias;3 estrelas;R$ 2257
cliente 42;PMW;FOR;2 dias;2 estrelas;R$ 2523
cliente 68;BEL;RIO;1 dias;5 estrelas;R$ 2160
cliente 58;BEL;REC;1 dias;1 estrelas;R$ 1441
cliente 40;FOR;SSA;5 dias;1 estrelas;R$ 4247
cliente 80;CNF;PMW;1 dias;2 estrelas;R$ 3583
cliente 97;FOR;BEL;3 dias;5 estrelas;R$ 3325
cliente 33;FOR;SAO;1 dias;5 estrelas;R$ 3840
cliente 81;POA;REC;1 dias;3 estrelas;R$ 5940
cliente 1;FOR;CNF;3 dias;5 estrelas;R$ 2446
cliente 23;FOR;BEL;4 dias;5 estrelas;R$ 5541
cliente 26;CNF;BEL;1 dias;5 estrelas;R$ 4744
cliente 97;BEL;SAO;3 dias;3 estrelas;R$ 2826
cliente 79;SSA;RIO;2 dias;1 estrelas;R$ 5247
cliente 33;BEL;RIO;4 dias;1 estrelas;R$ 3024
cliente 5;PMW;SAO;3 dias;3 estrelas;R$ 1769
cliente 49;REC;POA;2 dias;2 estrelas;R$ 1699
cliente 43;POA;FOR;5 dias;1 estrelas;R$ 5950
cliente 19;RIO;REC;5 dias;2 estrelas;R$ 3853
cliente 48;RIO;POA;5 dias;1 estrelas;R$ 4960
cliente 42;SAO;SSA;1 dias;1 estrelas;R$ 3188
cliente 62;SSA;CNF;4 dias;2 estrelas;R$ 2439
cliente 17;FOR;POA;5 dias;3 estrelas;R$ 4665
cliente 32;CNF;FLN;4 dias;4 estrelas;R$ 1977
cliente 73;SSA;POA;3 dias;1 estrelas;R$ 2685
cliente 47;POA;FLN;2 dias;3 estrelas;R$ 1760
cliente 93;PMW;BEL;4 dias;1 estrelas;R$ 2175
cliente 5;SAO;SSA;3 dias;1 estrelas;R$ 1453
cliente 28;SAO;SSA;4 dias;4 estrelas;R$ 2185
cliente 81;FOR;BEL;3 dias;5 estrelas;R$ 1089
cliente 72;REC;PMW;4 dias;2 estrelas;R$ 1826
cliente 84;PMW;SSA;5 dias;2 estrelas;R$ 3836
cliente 3;FOR;PMW;5 dias;3 estrelas;R$ 5884
cliente 20;POA;SAO;1 dias;5 estrelas;R$ 5407
cliente 4;FOR;FLN;4 dias;4 estrelas;R$ 1174
cliente 66;REC;FLN;5 dias;5 estrelas;R$ 2004
cliente 43;FOR;SSA;1 dias;1 estrelas;R$ 1140
cliente 28;REC;SSA;2 dias;1 estrelas;R$ 1309
cliente 25;PMW;POA;3 dias;5 estrelas;R$ 5387
cliente 90;SSA;SAO;2 dias;5 estrelas;R$ 5289
cliente 15;POA;CNF;5 dias;3 estrelas;R$ 5554
cliente 16;RIO;REC;2 dias;5 estrelas;R$ 2698
cliente 35;CNF;RIO;1 dias;3 estrelas;R$ 3690
cliente 78;FLN;PMW;2 dias;4 estrelas;R$ 1012
cliente 78;POA;FOR;1 dias;5 estrelas;R$ 2806
cliente 31;BEL;REC;3 dias;1 estrelas;R$ 4992
cliente 52;PMW;SSA;5 dias;1 estrelas;R$ 3391
cliente 67;SSA;POA;3 dias;3 estrelas;R$ 4709
cliente 9;BEL;REC;1 dias;1 estrelas;R$ 1495
cliente 40;PMW;SAO;5 dias;1 estrelas;R$ 4375
cliente 83;FLN;CNF;5 dias;5 estrelas;R$ 2035
cliente 95;FOR;BEL;1 dias;2 estrelas;R$ 5479
cliente 68;FLN;RIO;3 dias;1 estrelas;R$ 4935
cliente 96;POA;RIO;2 dias;5 estrelas;R$ 2671
cliente 85;SAO;POA;3 dias;1 estrelas;R$ 5571
cliente 32;FOR;CNF;3 dias;5 estrelas;R$ 2083
cliente 46;BEL;RIO;5 dias;4 estrelas;R$ 1997
cliente 25;FOR;RIO;2 dias;5 estrelas;R$ 2627
cliente 88;SSA;SAO;1 dias;4 estrelas;R$ 4496
cliente 92;FOR;BEL;4 dias;1 estrelas;R$ 1624
cliente 27;FOR;PMW;1 dias;5 estrelas;R$ 5745
cliente 10;SAO;RIO;3 dias;4 estrelas;R$ 4917
cliente 59;SSA;RIO;1 dias;4 estrelas;R$ 4829
cliente 99;POA;BEL;4 dias;2 estrelas;R$ 2673
cliente 95;PMW;REC;1 dias;1 estrelas;R$ 3364
cliente 30;CNF;POA;2 dias;4 estrelas;R$ 1019
cliente 48;RIO;REC;2 dias;5 estrelas;R$ 1193
cliente 79;CNF;FLN;2 dias;4 estrelas;R$ 4741
cliente 50;CNF;POA;3 dias;2 estrelas;R$ 4050
cliente 64;POA;RIO;1 dias;3 estrelas;R$ 1036
cliente 11;REC;POA;1 dias;5 estrelas;R$ 3056
cliente 5;POA;PMW;2 dias;1 estrelas;R$ 5929
cliente 81;SAO;FLN;3 dias;2 estrelas;R$ 1827
cliente 75;SSA;BEL;2 dias;3 estrelas;R$ 2037
cliente 37;POA;FLN;5 dias;1 estrelas;R$ 4851
cliente 37;POA;RIO;3 dias;5 estrelas;R$ 1196
cliente 91;BEL;RIO;3 dias;2 estrelas;R$ 3560
cliente 13;SAO;FLN;3 dias;1 estrelas;R$ 4074
cliente 90;FLN;FOR;1 dias;3 estrelas;R$ 5570
cliente 86;PMW;BEL;4 dias;1 estrelas;R$ 5680
cliente 14;SAO;PMW;4 dias;2 estrelas;R$ 5149
cliente 86;SSA;PMW;4 dias;3 estrelas;R$ 5317
cliente 84;SSA;PMW;4 dias;5 estrelas;R$ 4601
cliente 66;REC;BEL;3 dias;5 estrelas;R$ 4286
cliente 4;FLN;SSA;5 dias;1 estrelas;R$ 2200
cliente 95;SAO;PMW;1 dias;5 estrelas;R$ 5745
cliente 77;SSA;REC;4 dias;5 estrelas;R$ 1361
cliente 6;RIO;POA;3 dias;1 estrelas;R$ 5601
cliente 94;REC;FLN;5 dias;3 estrelas;R$ 5225
cliente 86;BEL;CNF;5 dias;1 estrelas;R$ 4097
cliente 94;FOR;REC;2 dias;3 estrelas;R$ 3249
cliente 1;FOR;POA;3 dias;3 estrelas;R$ 5617
cliente 35;PMW;RIO;2 dias;5 estrelas;R$ 2998
cliente 89;PMW;SSA;4 dias;3 estrelas;R$ 4826
cliente 17;RIO;FLN;4 dias;5 estrelas;R$ 3886
cliente 65;SSA;SAO;5 dias;3 estrelas;R$ 1174
cliente 67;CNF;SAO;1 dias;2 estrelas;R$ 3297
cliente 64;FOR;FLN;1 dias;4 estrelas;R$ 3278
cliente 38;SAO;FLN;2 dias;1 estrelas;R$ 1059
cliente 73;POA;SAO;5 dias;5 estrelas;R$ 2682
cliente 63;FLN;BEL;5 dias;3 estrelas;R$ 2740
cliente 94;SSA;SAO;4 dias;3 estrelas;R$ 4147
cliente 64;CNF;RIO;3 dias;2 estrelas;R$ 1078
cliente 88;RIO;REC;5 dias;4 estrelas;R$ 2605
cliente 77;CNF;POA;2 dias;4 estrelas;R$ 4889
cliente 42;BEL;FLN;2 dias;4 estrelas;R$ 2942
cliente 27;FLN;RIO;1 dias;5 estrelas;R$ 3224
cliente 92;FOR;RIO;3 dias;1 estrelas;R$ 4797
cliente 76;RIO;FOR;3 dias;2 estrelas;R$ 2267
cliente 37;RIO;FOR;5 dias;5 estrelas;R$ 2636
cliente 82;SSA;FOR;3 dias;1 estrelas;R$ 5900
cliente 81;POA;RIO;2 dias;2 estrelas;R$ 5459
cliente 10;BEL;POA;1 dias;3 estrelas;R$ 2246
cliente 17;FLN;CNF;1 dias;2 estrelas;R$ 4741
cliente 88;REC;FOR;5 dias;4 estrelas;R$ 1523
cliente 73;POA;SSA;4 dias;4 estrelas;R$ 3640
cliente 15;BEL;CNF;1 dias;1 estrelas;R$ 5884
cliente 92;SSA;RIO;4 dias;3 estrelas;R$ 5392
cliente 28;FLN;PMW;4 dias;4 estrelas;R$ 4153
cliente 23;POA;RIO;4 dias;3 estrelas;R$ 3166
cliente 37;PMW;BEL;5 dias;3 estrelas;R$ 3260
cliente 33;RIO;PMW;2 dias;2 estrelas;R$ 1705
cliente 12;FOR;FLN;1 dias;4 estrelas;R$ 4625
cliente 97;CNF;BEL;5 dias;5 estrelas;R$ 2498
cliente 56;POA;FLN;4 dias;3 estrelas;R$ 2558
cliente 57;RIO;BEL;1 dias;4 estrelas;R$ 4436
cliente 93;CNF;FLN;4 dias;3 estrelas;R$ 1097
cliente 19;RIO;BEL;2 dias;3 estrelas;R$ 5655
cliente 93;RIO;POA;1 dias;2 estrelas;R$ 2721
cliente 73;FOR;CNF;2 dias;3 estrelas;R$ 1593
cliente 26;FLN;PMW;3 dias;5 estrelas;R$ 1354
cliente 54;RIO;SSA;5 dias;1 estrelas;R$ 4783
cliente 84;BEL;FLN;5 dias;1 estrelas;R$ 5668
cliente 68;FLN;FOR;2 dias;1 estrelas;R$ 5193
cliente 25;FOR;REC;3 dias;1 estrelas;R$ 3091
cliente 11;FLN;PMW;4 dias;1 estrelas;R$ 4675
cliente 77;FLN;SAO;3 dias;2 estrelas;R$ 3863
cliente 78;FOR;SAO;4 dias;2 estrelas;R$ 5075
cliente 62;FOR;FLN;4 dias;1 estrelas;R$ 2928
cliente 77;FOR;SSA;3 dias;1 estrelas;R$ 5416
cliente 97;BEL;CNF;1 dias;1 estrelas;R$ 1364
cliente 63;SSA;REC;5 dias;5 estrelas;R$ 5860
cliente 45;RIO;FLN;4 dias;5 estrelas;R$ 2649
cliente 80;CNF;FLN;5 dias;4 estrelas;R$ 2684
cliente 37;PMW;POA;4 dias;2 estrelas;R$ 5256
cliente 19;CNF;RIO;1 dias;1 estrelas;R$ 4170
cliente 38;SSA;RIO;3 dias;1 estrelas;R$ 2861
cliente 37;PMW;SAO;5 dias;2 estrelas;R$ 5974
cliente 26;CNF;SAO;2 dias;1 estrelas;R$ 1806
cliente 42;POA;RIO;4 dias;5 estrelas;R$ 1049
cliente 91;FOR;POA;2 dias;5 estrelas;R$ 3578
cliente 76;PMW;FLN;3 dias;1 estrelas;R$ 1951
cliente 99;FOR;FLN;5 dias;1 estrelas;R$ 1623
cliente 42;POA;BEL;4 dias;2 estrelas;R$ 3481
cliente 54;POA;FOR;2 dias;2 estrelas;R$ 2774
cliente 28;SSA;RIO;4 dias;4 estrelas;R$ 5072
cliente 90;BEL;REC;4 dias;2 estrelas;R$ 1589
cliente 78;POA;FOR;2 dias;1 estrelas;R$ 2432
cliente 41;BEL;POA;3 dias;2 estrelas;R$ 4624
cliente 3;POA;PMW;4 dias;5 estrelas;R$ 1822
cliente 84;CNF;FLN;4 dias;2 estrelas;R$ 4597
cliente 82;FOR;POA;1 dias;2 estrelas;R$ 5058
cliente 12;REC;RIO;3 dias;1 estrelas;R$ 1313
cliente 51;CNF;FOR;3 dias;5 estrelas;R$ 4229
cliente 40;SSA;BEL;5 dias;1 estrelas;R$ 4293
cliente 4;CNF;SSA;1 dias;4 estrelas;R$ 1832
cliente 85;PMW;BEL;5 dias;4 estrelas;R$ 5365
cliente 71;CNF;REC;5 dias;1 estrelas;R$ 2468
cliente 73;REC;FLN;4 dias;5 estrelas;R$ 2693
cliente 72;REC;BEL;4 dias;4 estrelas;R$ 3332
cliente 27;FLN;SAO;5 dias;5 estrelas;R$ 5919
cliente 45;REC;FOR;1 dias;2 estrelas;R$ 4826
cliente 29;SSA;POA;1 dias;3 estrelas;R$ 3961
cliente 53;POA;RIO;4 dias;1 estrelas;R$ 1158
cliente 5;REC;BEL;5 dias;3 estrelas;R$ 3285
cliente 21;BEL;FLN;1 dias;5 estrelas;R$ 1991
cliente 51;CNF;FLN;3 dias;3 estrelas;R$ 2390
cliente 64;RIO;POA;1 dias;2 estrelas;R$ 2592
cliente 66;REC;PMW;1 dias;4 estrelas;R$ 3980
cliente 66;RIO;FLN;4 dias;5 estrelas;R$ 5017
cliente 89;FOR;BEL;1 dias;2 estrelas;R$ 2444
cliente 79;PMW;SSA;5 dias;4 estrelas;R$ 3563
cliente 47;SAO;FOR;3 dias;1 estrelas;R$ 3807
cliente 16;SSA;REC;4 dias;2 estrelas;R$ 3033
cliente 75;SSA;BEL;4 dias;1 estrelas;R$ 2224
cliente 77;REC;BEL;2 dias;5 estrelas;R$ 4823
cliente 50;PMW;FLN;4 dias;5 estrelas;R$ 2139
cliente 20;FOR;SSA;1 dias;2 estrelas;R$ 4717
cliente 74;BEL;FLN;2 dias;4 estrelas;R$ 5854
cliente 11;SSA;RIO;5 dias;3 estrelas;R$ 5147
cliente 9;SSA;BEL;1 dias;1 estrelas;R$ 5375
cliente 26;FLN;SSA;4 dias;2 estrelas;R$ 3008
cliente 5;POA;SSA;5 dias;3 estrelas;R$ 5930
cliente 29;FLN;BEL;4 dias;5 estrelas;R$ 5486
cliente 54;BEL;RIO;1 dias;3 estrelas;R$ 2414
cliente 41;SSA;REC;1 dias;3 estrelas;R$ 5164
cliente 22;SSA;POA;4 dias;1 estrelas;R$ 5014
cliente 62;BEL;SSA;2 dias;3 estrelas;R$ 1666
cliente 11;SAO;REC;1 dias;3 estrelas;R$ 5237
cliente 20;BEL;SAO;1 dias;3 estrelas;R$ 5783
cliente 79;REC;FLN;5 dias;3 estrelas;R$ 4688
cliente 73;CNF;PMW;5 dias;3 estrelas;R$ 4806
cliente 50;FOR;SSA;2 dias;1 estrelas;R$ 5907
cliente 48;FOR;SAO;2 dias;2 estrelas;R$ 4446
cliente 5;SSA;PMW;4 dias;3 estrelas;R$ 2051
cliente 59;PMW;REC;5 dias;3 estrelas;R$ 2832
cliente 52;FLN;REC;4 dias;4 estrelas;R$ 5022
cliente 47;BEL;REC;5 dias;2 estrelas;R$ 5498
cliente 93;BEL;FLN;3 dias;1 estrelas;R$ 4543
cliente 42;RIO;REC;3 dias;1 estrelas;R$ 3456
cliente 51;RIO;POA;2 dias;1 estrelas;R$ 5571
cliente 47;RIO;FOR;3 dias;3 estrelas;R$ 3268
cliente 49;BEL;FOR;4 dias;3 estrelas;R$ 2436
cliente 8;REC;FLN;3 dias;5 estrelas;R$ 1640
cliente 97;BEL;RIO;3 dias;4 estrelas;R$ 1572
cliente 47;FLN;SAO;5 dias;3 estrelas;R$ 3454
cliente 81;SSA;FOR;5 dias;4 estrelas;R$ 4530
cliente 29;SSA;PMW;1 dias;1 estrelas;R$ 3525
cliente 72;SSA;POA;4 dias;2 estrelas;R$ 4625
cliente 44;BEL;PMW;2 dias;5 estrelas;R$ 4045
cliente 11;PMW;CNF;5 dias;3 estrelas;R$ 4954
cliente 58;REC;PMW;3 dias;3 estrelas;R$ 5587
cliente 97;SSA;FOR;1 dias;4 estrelas;R$ 2479
cliente 29;REC;RIO;5 dias;4 estrelas;R$ 2602
cliente 66;PMW;POA;5 dias;2 estrelas;R$ 2321
cliente 35;SAO;POA;3 dias;1 estrelas;R$ 1876
cliente 52;BEL;FLN;4 dias;3 estrelas;R$ 5270
cliente 10;BEL;FOR;3 dias;2 estrelas;R$ 4907
cliente 70;FOR;FLN;2 dias;3 estrelas;R$ 5469
cliente 58;RIO;REC;3 dias;4 estrelas;R$ 3089
cliente 14;POA;RIO;3 dias;3 estrelas;R$ 3786
cliente 55;FOR;SSA;2 dias;4 estrelas;R$ 5057
cliente 8;REC;CNF;1 dias;3 estrelas;R$ 2200
cliente 57;POA;FOR;4 dias;3 estrelas;R$ 5145
cliente 18;REC;RIO;3 dias;5 estrelas;R$ 4417
cliente 36;SSA;FLN;2 dias;2 estrelas;R$ 2066
cliente 92;BEL;SAO;3 dias;3 estrelas;R$ 4737
cliente 27;FOR;SAO;5 dias;1 estrelas;R$ 5189
cliente 68;POA;FOR;1 dias;4 estrelas;R$ 4251
cliente 18;BEL;PMW;4 dias;4 estrelas;R$ 2874
cliente 55;FOR;CNF;1 dias;5 estrelas;R$ 4941
cliente 23;PMW;CNF;5 dias;2 estrelas;R$ 3790
cliente 90;POA;FLN;1 dias;2 estrelas;R$ 1210
cliente 20;BEL;SAO;3 dias;2 estrelas;R$ 5450
cliente 65;SAO;BEL;2 dias;3 estrelas;R$ 1029
cliente 90;SSA;BEL;4 dias;5 estrelas;R$ 1287
cliente 39;BEL;SAO;1 dias;1 estrelas;R$ 4816
cliente 26;FLN;CNF;1 dias;4 estrelas;R$ 3444
cliente 58;FLN;PMW;3 dias;3 estrelas;R$ 1735
cliente 17;PMW;CNF;5 dias;3 estrelas;R$ 1367
cliente 14;SSA;SAO;5 dias;5 estrelas;R$ 4253
cliente 15;FLN;SAO;4 dias;5 estrelas;R$ 3020
cliente 40;SSA;FLN;4 dias;3 estrelas;R$ 2381
cliente 50;SSA;FOR;1 dias;1 estrelas;R$ 1994
cliente 43;SSA;FOR;2 dias;2 estrelas;R$ 5811
cliente 10;CNF;SAO;4 dias;5 estrelas;R$ 2255
cliente 99;FOR;POA;1 dias;1 estrelas;R$ 1304
cliente 52;SSA;REC;1 dias;3 estrelas;R$ 3989
cliente 61;RIO;PMW;4 dias;4 estrelas;R$ 1717
cliente 32;FLN;REC;5 dias;1 estrelas;R$ 5943
cliente 94;CNF;FOR;1 dias;1 estrelas;R$ 3806
cliente 63;FOR;PMW;4 dias;2 estrelas;R$ 5391
cliente 60;SAO;FOR;1 dias;4 estrelas;R$ 5544
cliente 17;SSA;RIO;5 dias;1 estrelas;R$ 1243
cliente 0;REC;PMW;3 dias;3 estrelas;R$ 3530
cliente 83;PMW;SAO;1 dias;5 estrelas;R$ 5937
cliente 4;REC;SAO;5 dias;2 estrelas;R$ 1899
cliente 69;PMW;FLN;3 dias;5 estrelas;R$ 5501
cliente 67;SSA;REC;4 dias;3 estrelas;R$ 3313
cliente 85;RIO;BEL;4 dias;3 estrelas;R$ 5307
cliente 6;SSA;SAO;4 dias;5 estrelas;R$ 3550
cliente 9;FOR;PMW;4 dias;1 estrelas;R$ 3033
cliente 82;PMW;CNF;4 dias;1 estrelas;R$ 2683
cliente 40;FLN;RIO;5 dias;5 estrelas;R$ 4176
cliente 95;CNF;RIO;4 dias;3 estrelas;R$ 3863
cliente 22;SSA;RIO;3 dias;5 estrelas;R$ 3329
cliente 78;SSA;SAO;5 dias;2 estrelas;R$ 1482
cliente 52;REC;SSA;1 dias;4 estrelas;R$ 1107
cliente 95;RIO;BEL;4 dias;2 estrelas;R$ 1999
cliente 12;SAO;SSA;5 dias;3 estrelas;R$ 1400
cliente 0;POA;REC;4 dias;4 estrelas;R$ 5550
cliente 59;FLN;FOR;4 dias;2 estrelas;R$ 4232
cliente 67;FLN;CNF;1 dias;4 estrelas;R$ 4508
cliente 70;FLN;SAO;5 dias;5 estrelas;R$ 1641
cliente 86;SAO;CNF;1 dias;1 estrelas;R$ 3359
cliente 16;CNF;RIO;4 dias;4 estrelas;R$ 5825
cliente 2;CNF;BEL;5 dias;3 estrelas;R$ 2155
cliente 77;POA;FLN;4 dias;3 estrelas;R$ 1544
cliente 21;SSA;BEL;5 dias;5 estrelas;R$ 2838
cliente 48;POA;RIO;3 dias;3 estrelas;R$ 2111
cliente 12;SSA;POA;4 dias;4 estrelas;R$ 3324
cliente 23;POA;BEL;1 dias;2 estrelas;R$ 5417
cliente 22;POA;FOR;3 dias;1 estrelas;R$ 5749
cliente 15;FLN;FOR;3 dias;5 estrelas;R$ 1902
cliente 19;SAO;FLN;4 dias;4 estrelas;R$ 4176
cliente 70;FLN;PMW;4 dias;4 estrelas;R$ 3414
cliente 85;POA;SSA;3 dias;5 estrelas;R$ 5491
cliente 72;SAO;CNF;5 dias;3 estrelas;R$ 2199
cliente 99;FOR;SSA;3 dias;2 estrelas;R$ 2659
cliente 54;FLN;PMW;2 dias;5 estrelas;R$ 4309
cliente 70;BEL;REC;1 dias;5 estrelas;R$ 1192
cliente 75;SAO;RIO;4 dias;4 estrelas;R$ 3268
cliente 47;PMW;FOR;1 dias;5 estrelas;R$ 1879
cliente 23;REC;RIO;5 dias;5 estrelas;R$ 4929
cliente 4;FLN;SSA;3 dias;5 estrelas;R$ 1630
cliente 49;PMW;SSA;3 dias;4 estrelas;R$ 5789
cliente 55;SAO;BEL;5 dias;3 estrelas;R$ 5643
cliente 58;BEL;CNF;4 dias;5 estrelas;R$ 4318
cliente 31;SSA;FOR;2 dias;1 estrelas;R$ 4951
cliente 7;FLN;SAO;3 dias;5 estrelas;R$ 1477
cliente 67;FOR;POA;3 dias;4 estrelas;R$ 5006
cliente 0;POA;PMW;2 dias;3 estrelas;R$ 2060
cliente 55;CNF;SSA;5 dias;1 estrelas;R$ 4602
cliente 45;FOR;POA;1 dias;2 estrelas;R$ 4891
cliente 51;REC;SSA;5 dias;3 estrelas;R$ 3707
cliente 10;BEL;SSA;3 dias;4 estrelas;R$ 1159
cliente 89;CNF;FOR;5 dias;5 estrelas;R$ 3505
cliente 15;REC;SAO;1 dias;5 estrelas;R$ 1759
cliente 54;REC;FLN;5 dias;4 estrelas;R$ 4623
cliente 31;SSA;PMW;4 dias;2 estrelas;R$ 1472
cliente 33;REC;PMW;3 dias;4 estrelas;R$ 3136
cliente 58;SSA;RIO;3 dias;2 estrelas;R$ 2095
cliente 16;PMW;SSA;5 dias;2 estrelas;R$ 2427
cliente 55;FLN;SAO;5 dias;2 estrelas;R$ 4128
cliente 28;SSA;PMW;4 dias;5 estrelas;R$ 4871
cliente 17;RIO;REC;3 dias;1 estrelas;R$ 5439
cliente 43;PMW;CNF;2 dias;5 estrelas;R$ 3047
cliente 99;FLN;SSA;5 dias;1 estrelas;R$ 2520
cliente 19;BEL;SSA;5 dias;2 estrelas;R$ 1761
cliente 24;RIO;FLN;5 dias;4 estrelas;R$ 1025
cliente 49;SSA;POA;1 dias;3 estrelas;R$ 3350
cliente 9;SAO;CNF;3 dias;1 estrelas;R$ 5878
cliente 85;POA;FOR;2 dias;3 estrelas;R$ 2411
cliente 49;FLN;POA;3 dias;1 estrelas;R$ 4066
cliente 91;RIO;PMW;2 dias;5 estrelas;R$ 2786
cliente 82;PMW;REC;4 dias;3 estrelas;R$ 4424
cliente 37;RIO;CNF;4 dias;2 estrelas;R$ 2683
cliente 68;BEL;SAO;5 dias;3 estrelas;R$ 4707
cliente 1;REC;SAO;5 dias;2 estrelas;R$ 4090
cliente 90;BEL;PMW;4 dias;5 estrelas;R$ 3991
cliente 50;PMW;SSA;3 dias;2 estrelas;R$ 5876
cliente 33;SAO;BEL;4 dias;3 estrelas;R$ 5230
cliente 33;PMW;SAO;2 dias;5 estrelas;R$ 2826
cliente 49;BEL;CNF;2 dias;3 estrelas;R$ 3065
cliente 0;FLN;FOR;4 dias;1 estrelas;R$ 1242
cliente 69;FLN;REC;2 dias;2 estrelas;R$ 2653
cliente 23;POA;REC;3 dias;4 estrelas;R$ 5441
cliente 77;FOR;PMW;1 dias;1 estrelas;R$ 5355
cliente 34;FLN;RIO;1 dias;1 estrelas;R$ 5503
cliente 27;FOR;RIO;5 dias;1 estrelas;R$ 3303
cliente 4;POA;CNF;1 dias;1 estrelas;R$ 3820
cliente 39;FLN;POA;5 dias;4 estrelas;R$ 1828
cliente 10;SSA;POA;2 dias;3 estrelas;R$ 3285
cliente 17;PMW;CNF;2 dias;2 estrelas;R$ 1398
cliente 26;SSA;FOR;5 dias;2 estrelas;R$ 4763
cliente 37;SSA;CNF;1 dias;5 estrelas;R$ 2329
cliente 97;PMW;FLN;1 dias;1 estrelas;R$ 1435
cliente 17;REC;POA;3 dias;4 estrelas;R$ 4494
cliente 48;FOR;SAO;1 dias;4 estrelas;R$ 4262
cliente 96;PMW;POA;5 dias;5 estrelas;R$ 5391
cliente 14;FLN;SAO;1 dias;1 estrelas;R$ 5764
cliente 90;SSA;BEL;4 dias;2 estrelas;R$ 1876
cliente 1;RIO;POA;3 dias;1 estrelas;R$ 2507
cliente 81;SSA;POA;5 dias;5 estrelas;R$ 3826
cliente 3;BEL;SAO;4 dias;4 estrelas;R$ 4611
cliente 60;SAO;BEL;4 dias;3 estrelas;R$ 4024
cliente 40;CNF;FOR;3 dias;1 estrelas;R$ 2172
cliente 92;RIO;FLN;1 dias;2 estrelas;R$ 2520
cliente 73;PMW;SAO;4 dias;5 estrelas;R$ 5616
cliente 48;FLN;BEL;1 dias;3 estrelas;R$ 1658
cliente 89;PMW;CNF;3 dias;1 estrelas;R$ 5649
cliente 24;FOR;CNF;2 dias;2 estrelas;R$ 3639
cliente 41;FLN;SAO;4 dias;3 estrelas;R$ 5329
cliente 70;CNF;REC;1 dias;1 estrelas;R$ 2753
cliente 70;RIO;FOR;1 dias;4 estrelas;R$ 4756
cliente 34;SSA;PMW;4 dias;3 estrelas;R$ 4047
cliente 11;FLN;PMW;5 dias;5 estrelas;R$ 3741
cliente 63;FOR;POA;3 dias;4 estrelas;R$ 1705
cliente 32;RIO;BEL;1 dias;3 estrelas;R$ 2245
cliente 44;CNF;RIO;2 dias;4 estrelas;R$ 2095
cliente 19;CNF;PMW;4 dias;3 estrelas;R$ 3246
cliente 21;RIO;CNF;2 dias;5 estrelas;R$ 3469
cliente 72;BEL;SSA;2 dias;5 estrelas;R$ 2995
cliente 6;BEL;FLN;5 dias;4 estrelas;R$ 2636
cliente 11;PMW;SSA;1 dias;5 estrelas;R$ 4209
cliente 28;FLN;FOR;1 dias;2 estrelas;R$ 2070
cliente 84;SAO;SSA;5 dias;4 estrelas;R$ 3293
cliente 13;CNF;SSA;4 dias;3 estrelas;R$ 3189
cliente 7;BEL;FOR;2 dias;5 estrelas;R$ 3954
cliente 81;PMW;POA;3 dias;1 estrelas;R$ 4395
